timestamp,traffic_phase,run,event_type,dpid,src,dst,eth_src,eth_dst,ip_proto,dst_port,predicted_label,true_label,inference_ms,control_latency_ms,mitigated,pkt_rate,flow_count_per_dpid,distinct_ports,distinct_targets,distinct_sources,ryu_cpu_percent
2026-09-24T14:57:33.032,normal,1,classify,0000000000000002,10.0.0.4,10.0.0.15,00:00:00:00:00:04,00:00:00:00:00:0f,17,41385,normal,normal,1.8396,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:33.032,normal,1,classify,0000000000000002,10.0.0.3,10.0.0.14,00:00:00:00:00:03,00:00:00:00:00:0e,6,5002,normal,normal,1.8396,,0,27.62,4,1,1,1,3.0
2026-09-24T14:57:33.032,normal,1,classify,0000000000000002,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.8396,,0,19.5,4,2,2,1,3.0
2026-09-24T14:57:33.040,normal,1,classify,0000000000000001,10.0.0.15,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:04,17,5001,normal,normal,1.7099,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:33.040,normal,1,classify,0000000000000001,10.0.0.4,10.0.0.15,00:00:00:00:00:04,00:00:00:00:00:0f,17,41385,normal,normal,1.7099,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:33.040,normal,1,classify,0000000000000001,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.7099,,0,19.5,4,1,1,1,3.0
2026-09-24T14:57:33.040,normal,1,classify,0000000000000001,10.0.0.3,10.0.0.14,00:00:00:00:00:03,00:00:00:00:00:0e,6,5002,normal,normal,1.7099,,0,42.25,4,1,1,1,3.0
2026-09-24T14:57:33.047,normal,1,classify,0000000000000005,10.0.0.15,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:04,17,5001,normal,normal,1.5937,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:33.047,normal,1,classify,0000000000000005,10.0.0.4,10.0.0.15,00:00:00:00:00:04,00:00:00:00:00:0f,17,41385,normal,normal,1.5937,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:33.047,normal,1,classify,0000000000000005,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.5937,,0,19.44,4,1,1,1,3.0
2026-09-24T14:57:33.047,normal,1,classify,0000000000000005,10.0.0.3,10.0.0.14,00:00:00:00:00:03,00:00:00:00:00:0e,6,5002,normal,normal,1.5937,,0,36.62,4,1,1,1,3.0
